Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2000-01-28,Howrah Jn,09:55,13:04,None,None,259,38.5,Fog,9.4,N/A,0.71,Medium,2,Speed restriction due to shallow fog (visibility 0.71 km)
New Delhi Rajdhani Express (12302),2000-01-29,New Delhi,None,None,16:55,16:56,N/A,N/A,Mist,9.0,N/A,1.77,None,4,None
New Delhi Rajdhani Express (12302),2000-01-29,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Mist,9.0,N/A,1.77,None,4,None
New Delhi Rajdhani Express (12302),2000-01-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Mist,9.0,N/A,1.77,None,2,None
New Delhi Rajdhani Express (12302),2000-01-29,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Mist,9.0,N/A,1.77,None,4,None
New Delhi Rajdhani Express (12302),2000-01-29,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Mist,9.0,N/A,1.77,None,2,None
New Delhi Rajdhani Express (12302),2000-01-29,Howrah Jn,09:55,09:55,None,None,259,37.9,Mist,9.0,N/A,1.77,None,4,None
New Delhi Rajdhani Express (12302),2000-01-30,New Delhi,None,None,16:55,16:55,N/A,N/A,Cold Wave,2.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-01-30,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Cold Wave,2.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-01-30,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cold Wave,2.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-01-30,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cold Wave,2.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-01-30,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cold Wave,2.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-01-30,Howrah Jn,09:55,09:56,None,None,259,37.9,Cold Wave,2.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-01-31,New Delhi,None,None,16:55,16:55,N/A,N/A,Fog,13.6,N/A,0.42,None,1,None
New Delhi Rajdhani Express (12302),2000-01-31,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Fog,13.6,N/A,0.42,None,1,None
New Delhi Rajdhani Express (12302),2000-01-31,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Fog,13.6,N/A,0.42,None,5,None
New Delhi Rajdhani Express (12302),2000-01-31,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Fog,13.6,N/A,0.42,None,1,None
New Delhi Rajdhani Express (12302),2000-01-31,Dhanbad Jn,03:00,03:17,03:05,03:22,199,102.1,Fog,13.6,N/A,0.42,Medium,1,Speed restriction due to moderate fog (visibility 0.42 km)
New Delhi Rajdhani Express (12302),2000-01-31,Howrah Jn,09:55,10:15,None,None,259,37.6,Fog,13.6,N/A,0.42,Medium,2,Speed restriction due to moderate fog (visibility 0.42 km)
New Delhi Rajdhani Express (12302),2000-02-01,New Delhi,None,None,16:55,16:57,N/A,N/A,Fog,16.6,N/A,0.92,None,5,None
New Delhi Rajdhani Express (12302),2000-02-01,Kanpur Central,21:00,22:22,21:05,22:27,439,81.0,Fog,16.6,N/A,0.92,High,4,Speed restriction due to shallow fog (visibility 0.92 km)
New Delhi Rajdhani Express (12302),2000-02-01,Pt Deen Dayal Upadhyaya Jn,23:35,00:50,23:45,01:00,347,130,Fog,16.6,N/A,0.92,High,1,Speed restriction due to shallow fog (visibility 0.92 km)
New Delhi Rajdhani Express (12302),2000-02-01,Gaya Jn,01:15,02:26,01:20,02:31,203,130,Fog,16.6,N/A,0.92,High,2,Speed restriction due to shallow fog (visibility 0.92 km)
New Delhi Rajdhani Express (12302),2000-02-01,Dhanbad Jn,03:00,04:05,03:05,04:10,199,127.0,Fog,16.6,N/A,0.92,High,3,Speed restriction due to shallow fog (visibility 0.92 km)
New Delhi Rajdhani Express (12302),2000-02-01,Howrah Jn,09:55,10:53,None,None,259,38.6,Fog,16.6,N/A,0.92,High,1,Speed restriction due to shallow fog (visibility 0.92 km)
New Delhi Rajdhani Express (12302),2000-02-02,New Delhi,None,None,16:55,17:12,N/A,N/A,Fog,7.6,N/A,0.32,Medium,2,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-02,Kanpur Central,21:00,21:17,21:05,21:22,439,107.5,Fog,7.6,N/A,0.32,Medium,1,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-02,Pt Deen Dayal Upadhyaya Jn,23:35,23:55,23:45,00:05,347,130,Fog,7.6,N/A,0.32,Medium,4,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-02,Gaya Jn,01:15,01:34,01:20,01:39,203,130,Fog,7.6,N/A,0.32,Medium,4,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-02,Dhanbad Jn,03:00,03:19,03:05,03:24,199,119.4,Fog,7.6,N/A,0.32,Medium,2,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-02,Howrah Jn,09:55,10:11,None,None,259,38.2,Fog,7.6,N/A,0.32,Medium,2,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-03,New Delhi,None,None,16:55,16:59,N/A,N/A,Mist,8.8,N/A,2.76,None,2,None
New Delhi Rajdhani Express (12302),2000-02-03,Kanpur Central,21:00,21:00,21:05,21:05,439,109.3,Mist,8.8,N/A,2.76,None,4,None
New Delhi Rajdhani Express (12302),2000-02-03,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Mist,8.8,N/A,2.76,None,4,None
New Delhi Rajdhani Express (12302),2000-02-03,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Mist,8.8,N/A,2.76,None,3,None
New Delhi Rajdhani Express (12302),2000-02-03,Dhanbad Jn,03:00,03:03,03:05,03:08,199,117.1,Mist,8.8,N/A,2.76,None,4,None
New Delhi Rajdhani Express (12302),2000-02-03,Howrah Jn,09:55,09:57,None,None,259,38.0,Mist,8.8,N/A,2.76,None,5,None
New Delhi Rajdhani Express (12302),2000-02-04,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,15.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-04,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Clear,15.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,15.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-04,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,15.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-04,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Clear,15.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-04,Howrah Jn,09:55,09:57,None,None,259,37.9,Clear,15.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-05,New Delhi,None,None,16:55,17:13,N/A,N/A,Fog,7.4,N/A,0.08,Low,1,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-05,Kanpur Central,21:00,21:18,21:05,21:23,439,107.5,Fog,7.4,N/A,0.08,Low,3,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:51,23:45,00:01,347,130,Fog,7.4,N/A,0.08,Low,5,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-05,Gaya Jn,01:15,01:32,01:20,01:37,203,130,Fog,7.4,N/A,0.08,Low,5,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-05,Dhanbad Jn,03:00,03:17,03:05,03:22,199,119.4,Fog,7.4,N/A,0.08,Low,5,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-05,Howrah Jn,09:55,10:14,None,None,259,37.7,Fog,7.4,N/A,0.08,Low,1,Technical fault in locomotive
New Delhi Rajdhani Express (12302),2000-02-06,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,10.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-06,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,10.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,10.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-06,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Clear,10.2,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2000-02-06,Dhanbad Jn,03:00,03:02,03:05,03:07,199,119.4,Clear,10.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-06,Howrah Jn,09:55,09:56,None,None,259,38.0,Clear,10.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-07,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,15.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-07,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,15.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,15.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-07,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Clear,15.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-07,Dhanbad Jn,03:00,03:01,03:05,03:06,199,120.6,Clear,15.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-07,Howrah Jn,09:55,09:59,None,None,259,37.6,Clear,15.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-08,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,6.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-08,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Clear,6.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-08,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,6.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-08,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,6.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-08,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Clear,6.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-08,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,6.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-09,New Delhi,None,None,16:55,16:57,N/A,N/A,Fog,10.0,N/A,0.98,None,3,None
New Delhi Rajdhani Express (12302),2000-02-09,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Fog,10.0,N/A,0.98,None,1,None
New Delhi Rajdhani Express (12302),2000-02-09,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Fog,10.0,N/A,0.98,None,3,None
New Delhi Rajdhani Express (12302),2000-02-09,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Fog,10.0,N/A,0.98,None,1,None
New Delhi Rajdhani Express (12302),2000-02-09,Dhanbad Jn,03:00,05:38,03:05,05:43,199,46.8,Fog,10.0,N/A,0.98,Medium,1,Speed restriction due to shallow fog (visibility 0.98 km)
New Delhi Rajdhani Express (12302),2000-02-09,Howrah Jn,09:55,12:32,None,None,259,38.0,Fog,10.0,N/A,0.98,Medium,2,Speed restriction due to shallow fog (visibility 0.98 km)
New Delhi Rajdhani Express (12302),2000-02-10,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,8.0,N/A,0.15,None,3,None
New Delhi Rajdhani Express (12302),2000-02-10,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Fog,8.0,N/A,0.15,None,3,None
New Delhi Rajdhani Express (12302),2000-02-10,Pt Deen Dayal Upadhyaya Jn,23:35,23:48,23:45,23:58,347,129.3,Fog,8.0,N/A,0.15,Medium,5,Speed restriction due to dense fog (visibility 0.15 km)
New Delhi Rajdhani Express (12302),2000-02-10,Gaya Jn,01:15,01:28,01:20,01:33,203,130,Fog,8.0,N/A,0.15,Medium,2,Speed restriction due to dense fog (visibility 0.15 km)
New Delhi Rajdhani Express (12302),2000-02-10,Dhanbad Jn,03:00,03:12,03:05,03:17,199,120.6,Fog,8.0,N/A,0.15,Medium,2,Speed restriction due to dense fog (visibility 0.15 km)
New Delhi Rajdhani Express (12302),2000-02-10,Howrah Jn,09:55,10:08,None,None,259,37.8,Fog,8.0,N/A,0.15,Medium,1,Speed restriction due to dense fog (visibility 0.15 km)
New Delhi Rajdhani Express (12302),2000-02-11,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,7.0,N/A,0.45,None,1,None
New Delhi Rajdhani Express (12302),2000-02-11,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Fog,7.0,N/A,0.45,None,5,None
New Delhi Rajdhani Express (12302),2000-02-11,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Fog,7.0,N/A,0.45,None,2,None
New Delhi Rajdhani Express (12302),2000-02-11,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Fog,7.0,N/A,0.45,None,1,None
New Delhi Rajdhani Express (12302),2000-02-11,Dhanbad Jn,03:00,03:10,03:05,03:15,199,110.6,Fog,7.0,N/A,0.45,None,5,Passenger emergency (medical)
New Delhi Rajdhani Express (12302),2000-02-11,Howrah Jn,09:55,10:07,None,None,259,37.7,Fog,7.0,N/A,0.45,None,5,Passenger emergency (medical)
New Delhi Rajdhani Express (12302),2000-02-12,New Delhi,None,None,16:55,17:11,N/A,N/A,Mist,13.6,N/A,1.17,Medium,1,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-12,Kanpur Central,21:00,21:14,21:05,21:19,439,108.4,Mist,13.6,N/A,1.17,Medium,5,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-12,Pt Deen Dayal Upadhyaya Jn,23:35,23:48,23:45,23:58,347,130,Mist,13.6,N/A,1.17,Medium,3,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-12,Gaya Jn,01:15,01:30,01:20,01:35,203,130,Mist,13.6,N/A,1.17,Medium,2,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-12,Dhanbad Jn,03:00,03:13,03:05,03:18,199,121.8,Mist,13.6,N/A,1.17,Medium,2,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-12,Howrah Jn,09:55,10:10,None,None,259,37.7,Mist,13.6,N/A,1.17,Medium,3,Reduced visibility due to mist (1.17 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-13,New Delhi,None,None,16:55,16:58,N/A,N/A,Mist,18.2,N/A,1.93,None,2,None
New Delhi Rajdhani Express (12302),2000-02-13,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Mist,18.2,N/A,1.93,None,3,None
New Delhi Rajdhani Express (12302),2000-02-13,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Mist,18.2,N/A,1.93,None,4,None
New Delhi Rajdhani Express (12302),2000-02-13,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Mist,18.2,N/A,1.93,None,2,None
New Delhi Rajdhani Express (12302),2000-02-13,Dhanbad Jn,03:00,03:43,03:05,03:48,199,84.1,Mist,18.2,N/A,1.93,Medium,5,Reduced visibility due to mist (1.93 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-13,Howrah Jn,09:55,10:35,None,None,259,38.2,Mist,18.2,N/A,1.93,Medium,3,Reduced visibility due to mist (1.93 km) - speed restriction
New Delhi Rajdhani Express (12302),2000-02-14,New Delhi,None,None,16:55,16:55,N/A,N/A,Fog,8.9,N/A,0.32,None,4,None
New Delhi Rajdhani Express (12302),2000-02-14,Kanpur Central,21:00,22:05,21:05,22:10,439,85.0,Fog,8.9,N/A,0.32,Medium,2,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-14,Pt Deen Dayal Upadhyaya Jn,23:35,00:39,23:45,00:49,347,130,Fog,8.9,N/A,0.32,Medium,5,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-14,Gaya Jn,01:15,02:12,01:20,02:17,203,130,Fog,8.9,N/A,0.32,Medium,4,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-14,Dhanbad Jn,03:00,03:52,03:05,03:57,199,125.7,Fog,8.9,N/A,0.32,Medium,4,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-14,Howrah Jn,09:55,10:45,None,None,259,38.1,Fog,8.9,N/A,0.32,Medium,3,Speed restriction due to moderate fog (visibility 0.32 km)
New Delhi Rajdhani Express (12302),2000-02-15,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,14.9,N/A,0.1,None,2,None
New Delhi Rajdhani Express (12302),2000-02-15,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Fog,14.9,N/A,0.1,None,2,None
New Delhi Rajdhani Express (12302),2000-02-15,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Fog,14.9,N/A,0.1,None,4,None
New Delhi Rajdhani Express (12302),2000-02-15,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Fog,14.9,N/A,0.1,None,2,None
New Delhi Rajdhani Express (12302),2000-02-15,Dhanbad Jn,03:00,03:37,03:05,03:42,199,88.4,Fog,14.9,N/A,0.1,Medium,2,Speed restriction due to dense fog (visibility 0.1 km)
New Delhi Rajdhani Express (12302),2000-02-15,Howrah Jn,09:55,10:23,None,None,259,38.8,Fog,14.9,N/A,0.1,Medium,3,Speed restriction due to dense fog (visibility 0.1 km)
New Delhi Rajdhani Express (12302),2000-02-16,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,5.5,N/A,0.56,None,2,None
New Delhi Rajdhani Express (12302),2000-02-16,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Fog,5.5,N/A,0.56,None,5,None
New Delhi Rajdhani Express (12302),2000-02-16,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Fog,5.5,N/A,0.56,Low,1,None
New Delhi Rajdhani Express (12302),2000-02-16,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Fog,5.5,N/A,0.56,None,4,None
New Delhi Rajdhani Express (12302),2000-02-16,Dhanbad Jn,03:00,03:01,03:05,03:06,199,120.6,Fog,5.5,N/A,0.56,None,5,None
New Delhi Rajdhani Express (12302),2000-02-16,Howrah Jn,09:55,09:56,None,None,259,37.9,Fog,5.5,N/A,0.56,None,5,None
New Delhi Rajdhani Express (12302),2000-02-17,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,5.4,N/A,0.14,None,1,None
New Delhi Rajdhani Express (12302),2000-02-17,Kanpur Central,21:00,21:10,21:05,21:15,439,103.7,Fog,5.4,N/A,0.14,Low,1,Speed restriction due to dense fog (visibility 0.14 km)
New Delhi Rajdhani Express (12302),2000-02-17,Pt Deen Dayal Upadhyaya Jn,23:35,23:48,23:45,23:58,347,130,Fog,5.4,N/A,0.14,Low,5,Speed restriction due to dense fog (visibility 0.14 km)
New Delhi Rajdhani Express (12302),2000-02-17,Gaya Jn,01:15,01:30,01:20,01:35,203,130,Fog,5.4,N/A,0.14,Low,2,Speed restriction due to dense fog (visibility 0.14 km)
New Delhi Rajdhani Express (12302),2000-02-17,Dhanbad Jn,03:00,03:13,03:05,03:18,199,121.8,Fog,5.4,N/A,0.14,Low,2,Speed restriction due to dense fog (visibility 0.14 km)
New Delhi Rajdhani Express (12302),2000-02-17,Howrah Jn,09:55,10:07,None,None,259,38.0,Fog,5.4,N/A,0.14,Low,3,Speed restriction due to dense fog (visibility 0.14 km)
New Delhi Rajdhani Express (12302),2000-02-18,New Delhi,None,None,16:55,16:55,N/A,N/A,Mist,16.4,N/A,2.6,None,2,None
New Delhi Rajdhani Express (12302),2000-02-18,Kanpur Central,21:00,21:02,21:05,21:07,439,106.6,Mist,16.4,N/A,2.6,None,3,None
New Delhi Rajdhani Express (12302),2000-02-18,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Mist,16.4,N/A,2.6,Low,2,None
New Delhi Rajdhani Express (12302),2000-02-18,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Mist,16.4,N/A,2.6,None,5,None
New Delhi Rajdhani Express (12302),2000-02-18,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Mist,16.4,N/A,2.6,None,5,None
New Delhi Rajdhani Express (12302),2000-02-18,Howrah Jn,09:55,09:55,None,None,259,38.0,Mist,16.4,N/A,2.6,None,5,None
New Delhi Rajdhani Express (12302),2000-02-19,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,5.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-02-19,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Clear,5.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-02-19,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,5.1,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2000-02-19,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,5.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-19,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Clear,5.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-19,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,5.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-20,New Delhi,None,None,16:55,16:57,N/A,N/A,Cold Wave,5.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-20,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Cold Wave,5.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Cold Wave,5.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-20,Gaya Jn,01:15,02:23,01:20,02:28,203,78.1,Cold Wave,5.7,N/A,N/A,Medium,3,Speed restriction due to cold wave (5.7°C) - visibility/frost risk
New Delhi Rajdhani Express (12302),2000-02-20,Dhanbad Jn,03:00,04:03,03:05,04:08,199,125.7,Cold Wave,5.7,N/A,N/A,Medium,5,Speed restriction due to cold wave (5.7°C) - visibility/frost risk
New Delhi Rajdhani Express (12302),2000-02-20,Howrah Jn,09:55,10:50,None,None,259,38.7,Cold Wave,5.7,N/A,N/A,Medium,2,Speed restriction due to cold wave (5.7°C) - visibility/frost risk
New Delhi Rajdhani Express (12302),2000-02-21,New Delhi,None,None,16:55,16:56,N/A,N/A,Fog,11.0,N/A,0.67,None,3,None
New Delhi Rajdhani Express (12302),2000-02-21,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Fog,11.0,N/A,0.67,Low,3,None
New Delhi Rajdhani Express (12302),2000-02-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Fog,11.0,N/A,0.67,None,5,None
New Delhi Rajdhani Express (12302),2000-02-21,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Fog,11.0,N/A,0.67,None,4,None
New Delhi Rajdhani Express (12302),2000-02-21,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Fog,11.0,N/A,0.67,None,3,None
New Delhi Rajdhani Express (12302),2000-02-21,Howrah Jn,09:55,09:56,None,None,259,37.9,Fog,11.0,N/A,0.67,None,3,None
New Delhi Rajdhani Express (12302),2000-02-22,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,9.7,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-02-22,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Cloudy,9.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,9.7,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-22,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Cloudy,9.7,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2000-02-22,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Cloudy,9.7,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-02-22,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,9.7,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-23,New Delhi,None,None,16:55,16:57,N/A,N/A,Mist,7.8,N/A,3.17,None,1,None
New Delhi Rajdhani Express (12302),2000-02-23,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Mist,7.8,N/A,3.17,None,2,None
New Delhi Rajdhani Express (12302),2000-02-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Mist,7.8,N/A,3.17,None,2,None
New Delhi Rajdhani Express (12302),2000-02-23,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Mist,7.8,N/A,3.17,None,4,None
New Delhi Rajdhani Express (12302),2000-02-23,Dhanbad Jn,03:00,03:15,03:05,03:20,199,103.8,Mist,7.8,N/A,3.17,None,1,Crossing freight train
New Delhi Rajdhani Express (12302),2000-02-23,Howrah Jn,09:55,10:11,None,None,259,37.8,Mist,7.8,N/A,3.17,None,5,Crossing freight train
New Delhi Rajdhani Express (12302),2000-02-24,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,10.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-02-24,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,10.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,10.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-02-24,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,10.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-02-24,Dhanbad Jn,03:00,03:01,03:05,03:06,199,121.8,Clear,10.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-02-24,Howrah Jn,09:55,09:58,None,None,259,37.7,Clear,10.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-02-25,New Delhi,None,None,16:55,17:35,N/A,N/A,Mist,5.4,N/A,1.75,Medium,2,Reduced visibility due to mist (1.75 km) - speed restriction
